influenced,influences,link,name
,,https://en.wikipedia.org/wiki/Joseph_Epes_Brown,Joseph Epes Brown
,,https://en.wikipedia.org/wiki/James_Cutsinger,James Cutsinger
,,https://en.wikipedia.org/wiki/Harry_Oldmeadow,Harry Oldmeadow
,,https://en.wikipedia.org/wiki/Thomas_Yellowtail,Thomas Yellowtail
,,https://en.wikipedia.org/wiki/Amadeo_Bordiga,Amadeo Bordiga
"Friedrich Eduard Beneke,Hermann Lotze,Wilhelm Windelband,Immanuel Hermann Fichte,Edmund Husserl,Antonio Labriola,Moritz Wilhelm Drobisch","Immanuel Kant,Johann Gottlieb Fichte",https://en.wikipedia.org/wiki/Johann_Friedrich_Herbart,Johann Friedrich Herbart
,,https://en.wikipedia.org/wiki/Ahmad_al-Alawi,Ahmad al-Alawi
,,https://en.wikipedia.org/wiki/Francis_Jeanson,Francis Jeanson
,,https://en.wikipedia.org/wiki/Andr%C3%A9_Gorz,André Gorz
"Bob Jessop,John Holloway (sociologist),James C. Scott","Karl Marx,Louis Althusser,Antonio Gramsci,Jean-Paul Sartre,Evgeny Pashukanis,Vladimir Lenin,Leon Trotsky,Rosa Luxemburg,Eurocommunism",https://en.wikipedia.org/wiki/Nicos_Poulantzas,Nicos Poulantzas
,,https://en.wikipedia.org/wiki/Islamic_philosophy,Islamic philosophy
,,https://en.wikipedia.org/wiki/Didier_Eribon,Didier Eribon
,,https://en.wikipedia.org/wiki/Antanas_Mockus,Antanas Mockus
,,https://en.wikipedia.org/wiki/%C3%89douard_Louis,Édouard Louis
,,https://en.wikipedia.org/wiki/Anthony_Giddens,Anthony Giddens
,,https://en.wikipedia.org/wiki/Lo%C3%AFc_Wacquant,Loïc Wacquant
"Ibn al-Khatib,Ibn al-Azraq,Niccolò Machiavelli,Abu Yahya ibn al-Sakkak,Al-Maqrizi,Mahdi Amel,Arthur Laffer,Ronald Reagan",,https://en.wikipedia.org/wiki/Ibn_Khaldun,Ibn Khaldun
,,https://en.wikipedia.org/wiki/Erwin_Panofsky,Erwin Panofsky
,,https://en.wikipedia.org/wiki/Henri_Gouhier,Henri Gouhier
"Judith Butler,Albert Camus,Jean-Paul Sartre,Camille Paglia,Betty Friedan,Sarah Lucia Hoagland,Adrienne Rich,Germaine Greer,Grace Ji-Sun Kim","Henri Bergson,René Descartes,Mary Wollstonecraft,Immanuel Kant,Georg Wilhelm Friedrich Hegel,Edmund Husserl,Søren Kierkegaard,Martin Heidegger,Gottfried Wilhelm Leibniz,Karl Marx,Friedrich Nietzsche,Jean-Paul Sartre,Marquis de Sade",https://en.wikipedia.org/wiki/Simone_de_Beauvoir,Simone de Beauvoir
,,https://en.wikipedia.org/wiki/Norbert_Elias,Norbert Elias
,,https://en.wikipedia.org/wiki/R._D._Laing,R. D. Laing
"Afro-pessimism,Hortense Spillers,Edward Said,Ngugi wa Thiong'o,Achille Mbembe,Édouard Glissant,Ali Shariati,Steve Biko,Malcolm X,Che Guevara,Paulo Freire,Huey P. Newton,Bobby Seale,Immanuel Wallerstein,Slavoj Žižek,Lewis Gordon,Raya Dunayevskaya","Karl Marx,Négritude,Alfred Adler,Sigmund Freud,Carl Gustav Jung,György Lukács,Jean-Paul Sartre,Aimé Césaire,Cheikh Anta Diop,Georg Wilhelm Friedrich Hegel,Chester Himes,Max Weber",https://en.wikipedia.org/wiki/Frantz_Fanon,Frantz Fanon
"Willard Van Orman Quine,A. J. Ayer,Yehoshua Bar-Hillel,Karl Popper,Alfred Tarski,Kurt Gödel,Carl Gustav Hempel,Hans Reichenbach,Friedrich Waismann,Thomas Kuhn,Imre Lakatos,Donald Davidson (philosopher),Michael Dummett,David Lewis (philosopher),Nelson Goodman,David Kaplan (philosopher),Wilfrid Sellars,Richard Jeffrey,Herbert A. Simon,Gustav Bergmann","Gottlob Frege,Immanuel Kant,Albert Einstein,Ernst Mach,Franz Brentano,Bertrand Russell,Edmund Husserl,Ludwig Wittgenstein,Alfred Tarski,Bruno Bauch",https://en.wikipedia.org/wiki/Rudolf_Carnap,Rudolf Carnap
,,https://en.wikipedia.org/wiki/Erving_Goffman,Erving Goffman
"Mark Lance,Jeffrey Stout","Wilfrid Sellars,Michael Dummett,Gottlob Frege,Ludwig Wittgenstein,Immanuel Kant,G. W. F. Hegel,Richard Rorty,David Kellogg Lewis,John McDowell,Robert B. Pippin,Donald Davidson (philosopher)",https://en.wikipedia.org/wiki/Robert_Brandom,Robert Brandom
,,https://en.wikipedia.org/wiki/Oliver_Feltham,Oliver Feltham
,"Karl Marx,Alain Badiou",https://en.wikipedia.org/wiki/Alberto_Toscano,Alberto Toscano
,,https://en.wikipedia.org/wiki/Che_Guevara,Che Guevara
"Michel Onfray,Alan Watts","Jean-Paul Sartre,Mikhail Bakunin,Emma Goldman,Augustine,Homer,Diogenes,Lev Shestov,Karl Marx,Friedrich Nietzsche,Fyodor Dostoevsky,Franz Kafka,Louis-Ferdinand Céline,Søren Kierkegaard,Jean Grenier,Samuel Beckett,Edmund Husserl",https://en.wikipedia.org/wiki/Albert_Camus,Albert Camus
,"Jean-Paul Sartre,Michel Foucault,Gilles Deleuze,Alain Badiou,Jacques Rancière,Antonio Gramsci,Louis Auguste Blanqui,Jean-Jacques Rousseau,Immanuel Kant,Georg Wilhelm Friedrich Hegel,Karl Marx,Vladimir Lenin,Che Guevera",https://en.wikipedia.org/wiki/Peter_Hallward,Peter Hallward
,"Plato,Aristotle,Jean-Jacques Rousseau,Immanuel Kant,Georg Wilhelm Friedrich Hegel,Søren Kierkegaard,Friedrich Nietzsche,Edmund Husserl,Martin Heidegger,Emmanuel Levinas,Jacques Lacan,Jacques Derrida,Ernesto Laclau,Jean-Luc Nancy,Alain Badiou,Dominique Janicaud,Jacques Rancière,Richard J. Bernstein",https://en.wikipedia.org/wiki/Simon_Critchley,Simon Critchley
,,https://en.wikipedia.org/wiki/Mehdi_Belhaj_Kacem,Mehdi Belhaj Kacem
,,https://en.wikipedia.org/wiki/John_Holloway_(sociologist),John Holloway (sociologist)
,,https://en.wikipedia.org/wiki/Bob_Jessop,Bob Jessop
,,https://en.wikipedia.org/wiki/James_C._Scott,James C. Scott
,,https://en.wikipedia.org/wiki/Evgeny_Pashukanis,Evgeny Pashukanis
,,https://en.wikipedia.org/wiki/Moritz_Wilhelm_Drobisch,Moritz Wilhelm Drobisch
,,https://en.wikipedia.org/wiki/Sylvain_Lazarus,Sylvain Lazarus
,,https://en.wikipedia.org/wiki/Fernando_Pessoa,Fernando Pessoa
,,https://en.wikipedia.org/wiki/St%C3%A9phane_Mallarm%C3%A9,Stéphane Mallarmé
,,https://en.wikipedia.org/wiki/Eurocommunism,Eurocommunism
,,https://en.wikipedia.org/wiki/Paul_Cohen_(mathematician),Paul Cohen
,,https://en.wikipedia.org/wiki/Alfred_Adler,Alfred Adler
,,https://en.wikipedia.org/wiki/N%C3%A9gritude,
,,https://en.wikipedia.org/wiki/Mark_Lance,Mark Lance
Simon Critchley,,https://en.wikipedia.org/wiki/Dominique_Janicaud,Dominique Janicaud
,,https://en.wikipedia.org/wiki/Mao_Zedong,Mao Zedong
"Berlin Circle,Vienna Circle,John O'Neill (philosopher)","Walther Mayer,Moritz Schlick,Friedrich Waismann,Rudolf Carnap",https://en.wikipedia.org/wiki/Gustav_Bergmann,Gustav Bergmann
"Nancy Fraser,Seyla Benhabib,Andrew Arato,Rainer Forst,Edward S. Casey,Robert B. Westbrook (historian),Simon Critchley","Plato,Immanuel Kant,Georg Wilhelm Friedrich Hegel,Karl Marx,Søren Kierkegaard,Charles Sanders Peirce,William James,John Dewey,Ludwig Wittgenstein,Paul Weiss (philosopher),Wilfrid Sellars,Hannah Arendt,Hans-Georg Gadamer,Jürgen Habermas,Richard Rorty,Sigmund Freud,Jacques Derrida",https://en.wikipedia.org/wiki/Richard_J._Bernstein,Richard J. Bernstein
,,https://en.wikipedia.org/wiki/Vladimir_Lenin,Vladimir Lenin
"Crates of Thebes,Cynicism (philosophy),Epicurus,Stoics,Han Ryner,Michel Onfray,Søren Kierkegaard","Antisthenes,Socrates",https://en.wikipedia.org/wiki/Diogenes,Diogenes
,,https://en.wikipedia.org/wiki/Louis_Auguste_Blanqui,Louis Auguste Blanqui
,,https://en.wikipedia.org/wiki/Jean_Grenier,Jean Grenier
,,https://en.wikipedia.org/wiki/Louis-Ferdinand_C%C3%A9line,Louis-Ferdinand Céline
,,https://en.wikipedia.org/wiki/Che_Guevera,Che Guevara
,,https://en.wikipedia.org/wiki/Herbert_A._Simon,Herbert A. Simon
,,https://en.wikipedia.org/wiki/Kurt_G%C3%B6del,Kurt Gödel
,,https://en.wikipedia.org/wiki/Yehoshua_Bar-Hillel,Yehoshua Bar-Hillel
,,https://en.wikipedia.org/wiki/Bruno_Bauch,Bruno Bauch
,"W. E. B. Du Bois,Frantz Fanon,Martin Heidegger,Edmund Husserl,Jean-Paul Sartre,Max Weber",https://en.wikipedia.org/wiki/Lewis_Gordon,Lewis Gordon
,,https://en.wikipedia.org/wiki/Immanuel_Wallerstein,Immanuel Wallerstein
,,https://en.wikipedia.org/wiki/Bobby_Seale,Bobby Seale
,,https://en.wikipedia.org/wiki/Huey_P._Newton,Huey P. Newton
,,https://en.wikipedia.org/wiki/Paulo_Freire,Paulo Freire
,,https://en.wikipedia.org/wiki/Ali_Shariati,Ali Shariati
,,https://en.wikipedia.org/wiki/Albert_Einstein,Albert Einstein
Barbara Cassin,"Aimé Césaire,Frantz Fanon",https://en.wikipedia.org/wiki/%C3%89douard_Glissant,Édouard Glissant
,,https://en.wikipedia.org/wiki/Achille_Mbembe,Achille Mbembe
,,https://en.wikipedia.org/wiki/Ngugi_wa_Thiong%27o,Ngũgĩ wa Thiong'o
,,https://en.wikipedia.org/wiki/Hortense_Spillers,Hortense Spillers
,,https://en.wikipedia.org/wiki/Afro-pessimism,Afro-pessimism
,,https://en.wikipedia.org/wiki/Steve_Biko,Steve Biko
,"Karl Marx,Otto Neurath",https://en.wikipedia.org/wiki/John_O%27Neill_(philosopher),John O'Neill (philosopher)
,,https://en.wikipedia.org/wiki/Chester_Himes,Chester Himes
,,https://en.wikipedia.org/wiki/Walther_Mayer,Walther Mayer
,,https://en.wikipedia.org/wiki/Rainer_Forst,Rainer Forst
,,https://en.wikipedia.org/wiki/Cheikh_Anta_Diop,Cheikh Anta Diop
,,https://en.wikipedia.org/wiki/Robert_B._Westbrook_(historian),Robert B. Westbrook (historian)
"Fred Evans (philosopher),Adrian Johnston (philosopher)","Keith H. Basso,William A. Earle,James Hillman,Martin Heidegger,Edmund Husserl,William James,Immanuel Kant,Maurice Merleau-Ponty,Charles Sanders Peirce,Paul Ricoeur,Alfred North Whitehead",https://en.wikipedia.org/wiki/Edward_S._Casey,Edward S. Casey
,,https://en.wikipedia.org/wiki/Aim%C3%A9_C%C3%A9saire,Aimé Césaire
,"Jürgen Moltmann,Simone de Beauvoir",https://en.wikipedia.org/wiki/Grace_Ji-Sun_Kim,Grace Ji-Sun Kim
,,https://en.wikipedia.org/wiki/Sarah_Lucia_Hoagland,Sarah Hoagland
,,https://en.wikipedia.org/wiki/Betty_Friedan,Betty Friedan
,,https://en.wikipedia.org/wiki/W._E._B._Du_Bois,W. E. B. Du Bois
,,https://en.wikipedia.org/wiki/Germaine_Greer,Germaine Greer
Ray Brassier,"Gilbert Ryle,Immanuel Kant,Wilfrid Sellars",https://en.wikipedia.org/wiki/Thomas_Metzinger,Thomas Metzinger
,,https://en.wikipedia.org/wiki/Paul_Val%C3%A9ry,Paul Valéry
,"Plato,Martin Heidegger,Hannah Arendt,Jacques Derrida,Jacques Lacan,Jean-François Lyotard,Alain Badiou",https://en.wikipedia.org/wiki/Barbara_Cassin,Barbara Cassin
,,https://en.wikipedia.org/wiki/Presocratics,Pre-Socratic philosophy
,,https://en.wikipedia.org/wiki/Camille_Paglia,Camille Paglia
,"W. V. O. Quine,Thomas Kuhn,Russell Hanson (page does not exist),Wilfred Sellars,Paul Feyerabend,Karl Popper",https://en.wikipedia.org/wiki/Paul_Churchland,Paul Churchland
,,https://en.wikipedia.org/wiki/Fernand_Braudel,Fernand Braudel
"Berlin Circle,Vienna Circle,John O'Neill (philosopher)","Ernst Mach,James George Frazer",https://en.wikipedia.org/wiki/Otto_Neurath,Otto Neurath
"Ray Brassier,Tristan Garcia","Aristotle,Baruch Spinoza,Alain Badiou,Henri Bergson,Gilles Deleuze,David Hume,Stéphane Mallarmé,Martin Heidegger",https://en.wikipedia.org/wiki/Quentin_Meillassoux,Quentin Meillassoux
"Edward S. Casey,Peter Suber","Karl Jaspers,Søren Kierkegaard,Maurice Merleau-Ponty,Platonism",https://en.wikipedia.org/wiki/William_A._Earle,William A. Earle
"Catherine Malabou,Judith Butler,Elizabeth Grosz","Sigmund Freud,Jacques Lacan,Emmanuel Levinas,Jacques Derrida,Maurice Merleau-Ponty,Martin Heidegger",https://en.wikipedia.org/wiki/Luce_Irigaray,Luce Irigaray
,"Edward S. Casey,Jacques Lacan,Slavoj Zizek",https://en.wikipedia.org/wiki/Adrian_Johnston_(philosopher),Adrian Johnston (philosopher)
,"Maurice Merleau-Ponty,Michel Foucault,Gilles Deleuze",https://en.wikipedia.org/wiki/Fred_Evans_(philosopher),Fred Evans (philosopher)
,,https://en.wikipedia.org/wiki/Keith_H._Basso,Keith H. Basso
,"Karl Marx,Friedrich Engels,Georg Wilhelm Friedrich Hegel,Vladimir Lenin,Rosa Luxemburg,Leon Trotsky,Frantz Fanon",https://en.wikipedia.org/wiki/Raya_Dunayevskaya,Raya Dunayevskaya
"Jaime Guzmán,Walter Benjamin,Hannah Arendt,Jacques Derrida,Antonio Negri,Leo Strauss,Jacob Taubes,Slavoj Žižek,Aleksandr Dugin,Alain de Benoist,Giorgio Agamben,Chantal Mouffe,Ernst Jünger,Jürgen Habermas,Copenhagen School (international relations),Reinhart Koselleck,Hans Morgenthau,Mark Lilla,Jiang Shigong","Plato,Thomas Hobbes,Niccolo Machiavelli,Immanuel Kant,Edmund Burke,Georg Wilhelm Friedrich Hegel,Juan Donoso Cortés,Joseph de Maistre,Søren Kierkegaard,Max Weber,René Guénon",https://en.wikipedia.org/wiki/Carl_Schmitt,Carl Schmitt
,,https://en.wikipedia.org/wiki/Charles_Darwin,Charles Darwin
"The Frankfurt School,The Praxis School,Budapest School (Lukács),Walter Benjamin,Andrew Arato,Lucien Goldmann,Imre Lakatos,Karl Polanyi,Guy Debord,Cornelius Castoriadis,Tom Rockmore,Moishe Postone,Sandra Harding,Richard D. Wolff,Costanzo Preve,Leszek Kołakowski,Karel Kosík,Fredric Jameson","Immanuel Kant,G. W. F. Hegel,Karl Marx,Friedrich Engels,Max Weber,Georg Simmel,Wilhelm Dilthey,Emil Lask,Georges Sorel,Vladimir Lenin,Rosa Luxemburg,Søren Kierkegaard",https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Luk%C3%A1cs,György Lukács
,,https://en.wikipedia.org/wiki/J%C3%BCrgen_Moltmann,Jürgen Moltmann
,,https://en.wikipedia.org/wiki/Galvano_Della_Volpe,Galvano Della Volpe
,,https://en.wikipedia.org/wiki/Mario_Tronti,Mario Tronti
,,https://en.wikipedia.org/wiki/Marc_Bolan,Marc Bolan
Avital Ronell,"Jacques Derrida,Maurice Blanchot,Sigmund Freud,Jacques Lacan",https://en.wikipedia.org/wiki/H%C3%A9l%C3%A8ne_Cixous,Hélène Cixous
,,https://en.wikipedia.org/wiki/Peter_Suber,Peter Suber
,,https://en.wikipedia.org/wiki/Platonism,Platonism
,"Gilles Deleuze,Alfred North Whitehead",https://en.wikipedia.org/wiki/Isabelle_Stengers,Isabelle Stengers
,,https://en.wikipedia.org/wiki/James_George_Frazer,James George Frazer
,,https://en.wikipedia.org/wiki/Marc_Jongen,Marc Jongen
,,https://en.wikipedia.org/wiki/Bruce_Lee,Bruce Lee
"Giorgio Agamben,Peter Sloterdijk,Norbert Bolz","Friedrich Nietzsche,Carl Schmitt,Max Weber",https://en.wikipedia.org/wiki/Jacob_Taubes,Jacob Taubes
,,https://en.wikipedia.org/wiki/Gabriel_Tarde,Gabriel Tarde
,,https://en.wikipedia.org/wiki/Gotthard_G%C3%BCnther,Gotthard Günther
,,https://en.wikipedia.org/wiki/Osho_(Bhagwan_Shree_Rajneesh),Rajneesh
,,https://en.wikipedia.org/wiki/Dieter_Claessens,Dieter Claessens
,,https://en.wikipedia.org/wiki/Jiang_Shigong,Jiang Shigong
,,https://en.wikipedia.org/wiki/Hans_Morgenthau,Hans Morgenthau
"Jean-Luc Nancy,Gayatri Chakravorty Spivak,Paul de Man,Philippe Lacoue-Labarthe,Maebh Long,Geoffrey Hartman,John D. Caputo,James KA Smith,Judith Butler,Catherine Malabou,Bernard Stiegler,Béatrice Galinon-Mélénec,Peter Rollins,Richard Rorty","Plato,James Joyce,Friedrich Nietzsche,Ferdinand de Saussure,Martin Heidegger,Walter Benjamin,Emmanuel Levinas,Sigmund Freud,Edmund Husserl,Jean-Jacques Rousseau,Karl Marx,Claude Lévi-Strauss,Maurice Blanchot,Søren Kierkegaard,Georg Wilhelm Friedrich Hegel,Jean Genet,Franz Kafka",https://en.wikipedia.org/wiki/Jacques_Derrida,Jacques Derrida
,"Antonio Gramsci,Jacques Lacan,Carl Schmitt,Jacques Derrida,Ludwig Wittgenstein,Karl Marx",https://en.wikipedia.org/wiki/Chantal_Mouffe,Chantal Mouffe
,,https://en.wikipedia.org/wiki/Copenhagen_School_(international_relations),Copenhagen School (international relations)
,,https://en.wikipedia.org/wiki/Curtis_Yarvin,Curtis Yarvin
,,https://en.wikipedia.org/wiki/Jaime_Guzm%C3%A1n,Jaime Guzmán
,,https://en.wikipedia.org/wiki/Hans-Hermann_Hoppe,Hans-Hermann Hoppe
,,https://en.wikipedia.org/wiki/H.P._Lovecraft,H. P. Lovecraft
,,https://en.wikipedia.org/wiki/Joseph_Schumpeter,Joseph Schumpeter
,"Friedrich Nietzsche,Walter Benjamin,Friedrich Kittler,Jacob Taubes,Marshall McLuhan",https://en.wikipedia.org/wiki/Norbert_Bolz,Norbert Bolz
,,https://en.wikipedia.org/wiki/Aleister_Crowley,Aleister Crowley
"Sophie Calle,Gerald Vizenor,The Wachowskis","Karl Marx,Marcel Mauss,Marshall McLuhan,Ferdinand de Saussure,Roland Barthes,Michel Foucault,Guy Debord,Henri Lefebvre,Georges Bataille,Friedrich Nietzsche",https://en.wikipedia.org/wiki/Jean_Baudrillard,Jean Baudrillard
"Gilles Deleuze,Brian Massumi,Antonio Negri,Bryan Reynolds,Michael Hardt","Sigmund Freud,Karl Marx,Friedrich Nietzsche,Jacques Lacan,Gilles Deleuze",https://en.wikipedia.org/wiki/Felix_Guattari,Félix Guattari
,,https://en.wikipedia.org/wiki/William_Gibson,William Gibson
,,https://en.wikipedia.org/wiki/William_Reich,Wilhelm Reich
,,https://en.wikipedia.org/wiki/Georg_Cantor,Georg Cantor
,,https://en.wikipedia.org/wiki/Pierre_Klossowski,Pierre Klossowski
"John Dewey,Umberto Eco,William James,Christine Ladd-Franklin,C. Wright Mills","George Boole,Duns Scotus,G. W. F. Hegel,Immanuel Kant,Benjamin Peirce,Thomas Reid,Herbert Spencer,Georg Cantor,Richard Whately",https://en.wikipedia.org/wiki/Charles_Sanders_Peirce,Charles Sanders Peirce
"Alain Badiou,Louis Althusser,Luce Irigaray,Julia Kristeva,Jacques-Alain Miller,Slavoj Žižek,Éric Laurent (psychoanalyst),Elisabeth Roudinesco,Mari Ruti,Lacanian movement,Ljubljana school of psychoanalysis","Sigmund Freud,Gaëtan Gatian de Clérambault,Georg Wilhelm Friedrich Hegel,Alexandre Kojève,Claude Lévi-Strauss,Salvador Dali,Georges Bataille,Marquis de Sade,Jean Paul Sartre,Immanuel Kant,Aristotle,Karl Marx",https://en.wikipedia.org/wiki/Jacques_Lacan,Jacques Lacan
,,https://en.wikipedia.org/wiki/Maurice_de_Gandillac,Maurice de Gandillac
,,https://en.wikipedia.org/wiki/Franz_Kafka,Franz Kafka
"Pierre Bourdieu,Gilles Deleuze,François Dagognet,Michel Foucault,Dominique Lecourt,Louis Althusser,Jacques-Alain Miller,Arnold Davidson","Kurt Goldstein,Claude Bernard,Henri Bergson,Gaston Bachelard,Émile Chartier",https://en.wikipedia.org/wiki/Georges_Canguilhem,Georges Canguilhem
,,https://en.wikipedia.org/wiki/Sigmund_Freud,Sigmund Freud
,,https://en.wikipedia.org/wiki/William_S._Burroughs,William S. Burroughs
,,https://en.wikipedia.org/wiki/Friedrich_Kittler,Friedrich Kittler
,,https://en.wikipedia.org/wiki/Samuel_Beckett,Samuel Beckett
,,https://en.wikipedia.org/wiki/Jorge_Luis_Borges,Jorge Luis Borges
,,https://en.wikipedia.org/wiki/Gerald_Vizenor,Gerald Vizenor
,,https://en.wikipedia.org/wiki/Sophie_Calle,Sophie Calle
,,https://en.wikipedia.org/wiki/Gregory_Bateson,Gregory Bateson
,,https://en.wikipedia.org/wiki/The_Wachowskis,The Wachowskis
,,https://en.wikipedia.org/wiki/Benjamin_Peirce,Benjamin Peirce
"William Stanley Jevons,Augustus De Morgan,John Maynard Keynes,Charles Sanders Peirce,William Ernest Johnson,Claude Shannon,Victor Shestakov","Aristotle,Baruch Spinoza,Isaac Newton",https://en.wikipedia.org/wiki/George_Boole,George Boole
,Jacques Lacan,https://en.wikipedia.org/wiki/Mari_Ruti,Mari Ruti
,,https://en.wikipedia.org/wiki/%C3%89ric_Laurent_(psychoanalyst),Éric Laurent (psychoanalyst)
,,https://en.wikipedia.org/wiki/Ljubljana_school_of_psychoanalysis,Ljubljana school of psychoanalysis
,,https://en.wikipedia.org/wiki/Lacanian_movement,Lacanianism
,,https://en.wikipedia.org/wiki/Elisabeth_Roudinesco,Élisabeth Roudinesco
"Nicos Poulantzas,Jacques Rancière,Étienne Balibar,Alain Badiou,Pierre Bourdieu,Giulio Angioni,Judith Butler,Gilles Deleuze,Michel Foucault,Slavoj Žižek,Dominique Lecourt,Pierre Macherey,Jacques-Alain Miller,Stephen Resnick,Richard D. Wolff,Anthony Giddens","Karl Marx,Gaston Bachelard,Georges Canguilhem,Jean Cavaillès,Jacques Lacan,Sigmund Freud,Vladimir Lenin,Antonio Gramsci,G. W. F. Hegel,Niccolò Machiavelli,Baruch Spinoza,Montesquieu,Jean-Jacques Rousseau",https://en.wikipedia.org/wiki/Louis_Althusser,Louis Althusser
,,https://en.wikipedia.org/wiki/Claude_Bernard,Claude Bernard
,,https://en.wikipedia.org/wiki/Kurt_Goldstein,Kurt Goldstein
,,https://en.wikipedia.org/wiki/Jacques-Alain_Miller,Jacques-Alain Miller
,"Stanley Cavell,Michel Foucault",https://en.wikipedia.org/wiki/Arnold_Davidson,Arnold Davidson
,,https://en.wikipedia.org/wiki/Dominique_Lecourt,Dominique Lecourt
,,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Dagognet,François Dagognet
,,https://en.wikipedia.org/wiki/Ga%C3%ABtan_Gatian_de_Cl%C3%A9rambault,Gaëtan Gatian de Clérambault
"Raymond Aron,Albert Camus,Simone de Beauvoir,Frantz Fanon,Che Guevara,R. D. Laing,Erving Goffman,Maurice Merleau-Ponty,André Gorz,Gilles Deleuze,Francis Jeanson,René Leibowitz,Jacques Lacan,Harold Pinter,Jacques Rancière,Alain Badiou,Pierre Bourdieu,Bas van Fraassen,Judith Butler",,https://en.wikipedia.org/wiki/Jean_Paul_Sartre,Jean-Paul Sartre
,,https://en.wikipedia.org/wiki/Christine_Ladd-Franklin,Christine Ladd-Franklin
,,https://en.wikipedia.org/wiki/Richard_Whately,Richard Whately
,,https://en.wikipedia.org/wiki/Victor_Shestakov,Victor Shestakov
,,https://en.wikipedia.org/wiki/Claude_Shannon,Claude Shannon
,,https://en.wikipedia.org/wiki/William_Ernest_Johnson,William Ernest Johnson
,,https://en.wikipedia.org/wiki/Salvador_Dali,Salvador Dalí
,,https://en.wikipedia.org/wiki/Augustus_De_Morgan,Augustus De Morgan
,,https://en.wikipedia.org/wiki/William_Stanley_Jevons,William Stanley Jevons
,,https://en.wikipedia.org/wiki/John_Maynard_Keynes,John Maynard Keynes
,,https://en.wikipedia.org/wiki/Stephen_Resnick,Stephen Resnick
,,https://en.wikipedia.org/wiki/Pierre_Macherey,Pierre Macherey
,,https://en.wikipedia.org/wiki/Giulio_Angioni,Giulio Angioni
"Jacques Rancière,Slavoj Žižek,Stephen Resnick,John Milios","Karl Marx,Louis Althusser,Nicos Poulantzas,Jean Hippolyte,Baruch Spinoza,Georg Wilhelm Friedrich Hegel,Vladimir Lenin,Jean Jacques Rousseau,Hannah Arendt,Michel Foucault,Jacques Derrida",https://en.wikipedia.org/wiki/%C3%89tienne_Balibar,Étienne Balibar
,,https://en.wikipedia.org/wiki/John_Milios,John Milios
"Immanuel Kant,French Revolution,American Revolution,Maximilien Robespierre,Louis Antoine de Saint-Just,Counter-Enlightenment,Romanticism,David Hume,Thomas Paine,Adam Smith,Mary Wollstonecraft,G.W.F. Hegel,Pierre-Joseph Proudhon,Karl Marx,Friedrich Engels,Friedrich Nietzsche,Charles Darwin,Sigmund Freud,Jacques Derrida,Marquis de Sade,Leo Strauss,Maria Montessori,Johann Wolfgang von Goethe,Leo Tolstoy,John Dewey,Dimitri Kitsikis,Madame de Stael,Arthur Schopenhauer,Johann Gottlieb Fichte,John Rawls","Plato,Aristotle,Socrates,Niccolo Machiavelli,Thomas Hobbes,Baruch Spinoza,John Locke,Montesquieu,Denis Diderot,Voltaire,Jean le Rond d'Alembert,Louise d'Épinay",https://en.wikipedia.org/wiki/Jean_Jacques_Rousseau,Jean-Jacques Rousseau
