influenced,influences,link,name
,,https://en.wikipedia.org/wiki/John_Cage,John Cage
,,https://en.wikipedia.org/wiki/Marilyn_Frye,Marilyn Frye
,,https://en.wikipedia.org/wiki/Adrienne_Rich,Adrienne Rich
,,https://en.wikipedia.org/wiki/Marcus_George_Singer,Marcus George Singer
,,https://en.wikipedia.org/wiki/Katrin_Flikschuh,Katrin Flikschuh
,"Christine Korsgaard,David Hume",https://en.wikipedia.org/wiki/Sharon_Street,Sharon Street
,"David Hume,John Stuart Mill,Daniel Dennett,Peter Railton,Ronald Dworkin,Christine Korsgaard",https://en.wikipedia.org/wiki/Austin_Dacey,Austin Dacey
,,https://en.wikipedia.org/wiki/Yang_Zhu,Yang Zhu
,,https://en.wikipedia.org/wiki/Hui_Shi,Hui Shi
"School of Names,Philosophy",,https://en.wikipedia.org/wiki/Mozi,Mozi
,,https://en.wikipedia.org/wiki/Chinese_thought,Chinese philosophy
,,https://en.wikipedia.org/wiki/Zhou_Dynasty,Zhou dynasty
,,https://en.wikipedia.org/wiki/East_Asian_philosophy,Eastern philosophy
,,https://en.wikipedia.org/wiki/Kenneth_Snelson,Kenneth Snelson
,"T. M. Scanlon,Harry Frankfurt",https://en.wikipedia.org/wiki/Pamela_Hieronymi,Pamela Hieronymi
"Chinese philosophy,Mencius,Xun Zi,Zhu Xi,Neotaoism,Neoconfucianism,François Quesnay,Christian Wolff (philosopher),Robert Cummings Neville,Ezra Pound,Gottfried Wilhelm Leibniz","I Ching,Book of Rites,Classic of Poetry",https://en.wikipedia.org/wiki/Confucius,Confucius
,,https://en.wikipedia.org/wiki/Edwin_Schlossberg,Edwin Schlossberg
,,https://en.wikipedia.org/wiki/David_Johnston_(builder),David Johnston (builder)
"John P. Burgess,Paul Boghossian,Tyler Burge,David Chalmers,Michael Devitt,Gareth Evans (philosopher),Hartry Field,David Kaplan (philosopher),Hilary Putnam,Nathan Salmon,Sidney Shoemaker,Scott Soames,Scott Weinstein (page does not exist),Stephen Yablo","Ruth Barcan Marcus,Gottlob Frege,Haskell Curry,C. I. Lewis,Bertrand Russell,Alfred Tarski,Ludwig Wittgenstein,Michael Dummett,W. V. O. Quine,Alan Turing",https://en.wikipedia.org/wiki/Saul_Kripke,Saul Kripke
,,https://en.wikipedia.org/wiki/Shoji_Sadao,Shoji Sadao
,,https://en.wikipedia.org/wiki/Peter_Jon_Pearce,Peter Jon Pearce
,,https://en.wikipedia.org/wiki/Ruth_Asawa,Ruth Asawa
,,https://en.wikipedia.org/wiki/Ted_Nelson,Ted Nelson
,,https://en.wikipedia.org/wiki/J._Baldwin,James T. Baldwin
,,https://en.wikipedia.org/wiki/Constance_Abernathy,Constance Abernathy
"Oets Kolk Bouwsma,John Rawls,Sydney Shoemaker","Ludwig Wittgenstein,Søren Kierkegaard,René Descartes,Oets Kolk Bouwsma",https://en.wikipedia.org/wiki/Norman_Malcolm,Norman Malcolm
Michael Muhammad Knight,"Charles Fourier,Robert Anton Wilson,Timothy Leary",https://en.wikipedia.org/wiki/Peter_Lamborn_Wilson,Peter Lamborn Wilson
,,https://en.wikipedia.org/wiki/Charles_Fort,Charles Fort
,"David K. Lewis,Carl Hempel,Richard B. Brandt",https://en.wikipedia.org/wiki/Peter_Railton,Peter Railton
,,https://en.wikipedia.org/wiki/Silvio_Gesell,Silvio Gesell
,,https://en.wikipedia.org/wiki/Alan_Moore,Alan Moore
,,https://en.wikipedia.org/wiki/Alfred_Korzybski,Alfred Korzybski
,,https://en.wikipedia.org/wiki/John_C._Lilly,John C. Lilly
,,https://en.wikipedia.org/wiki/Wilhelm_Reich,Wilhelm Reich
,,https://en.wikipedia.org/wiki/School_of_Names,School of Names
,,https://en.wikipedia.org/wiki/Hugh_of_Saint_Victor,Hugh of Saint Victor
,,https://en.wikipedia.org/wiki/Ezra_Pound,Ezra Pound
,,https://en.wikipedia.org/wiki/Timothy_Leary,Timothy Leary
,,https://en.wikipedia.org/wiki/Paul_Goodman,Paul Goodman
,,https://en.wikipedia.org/wiki/Leopold_Kohr,Leopold Kohr
,,https://en.wikipedia.org/wiki/Everett_Reimer,Everett Reimer
,,https://en.wikipedia.org/wiki/Philosophy,Philosophy
,,https://en.wikipedia.org/wiki/I_Ching,
,,https://en.wikipedia.org/wiki/Friedrich_H%C3%B6lderlin,Friedrich Hölderlin
,Willard Van Orman Quine,https://en.wikipedia.org/wiki/Michael_Devitt,Michael Devitt
"Susan Wolf,J. David Velleman,Pamela Hieronymi,John Martin Fischer","René Descartes,Immanuel Kant,Ludwig Wittgenstein",https://en.wikipedia.org/wiki/Harry_Frankfurt,Harry Frankfurt
"John Perry (philosopher),Nathan Salmon,C. Anthony Anderson","Gottlob Frege,Bertrand Russell,Rudolf Carnap,Richard Montague,Alonzo Church,Saul Kripke",https://en.wikipedia.org/wiki/David_Kaplan_(philosopher),David Kaplan (philosopher)
,"Alfred Tarski,Willard Van Orman Quine,Hilary Putnam",https://en.wikipedia.org/wiki/Hartry_Field,Hartry Field
"Allan Gibbard,Peter Railton",,https://en.wikipedia.org/wiki/Richard_B._Brandt,Richard Brandt
"Jaegwon Kim,Robert Nozick,Richard Jeffrey,John Earman,Philip Kitcher,Peter Achinstein,Lawrence Sklar",Hans Reichenbach,https://en.wikipedia.org/wiki/Carl_Hempel,Carl Gustav Hempel
,,https://en.wikipedia.org/wiki/Michael_Muhammad_Knight,Michael Muhammad Knight
,,https://en.wikipedia.org/wiki/Stephen_Yablo,Stephen Yablo
,Saul Kripke,https://en.wikipedia.org/wiki/Scott_Soames,Scott Soames
"John Perry (philosopher),Susanna Siegel,Richard Moran (philosopher)",Norman Malcolm,https://en.wikipedia.org/wiki/Sidney_Shoemaker,Sydney Shoemaker
,"Gotlob Frege,Bertrand Russell,Alonzo Church,David Kaplan (philosopher),Saul Kripke",https://en.wikipedia.org/wiki/Nathan_Salmon,Nathan Salmon
"Gualtiero Piccinini,Sam Harris,Tyler Burge","Douglas Hofstadter,Daniel Dennett,René Descartes,Rudolf Carnap,Saul Kripke",https://en.wikipedia.org/wiki/David_Chalmers,David Chalmers
,"Donald Davidson (philosopher),Hilary Putnam,Gottlob Frege,Immanuel Kant",https://en.wikipedia.org/wiki/Tyler_Burge,Tyler Burge
,"Saul Kripke,Crispin Wright",https://en.wikipedia.org/wiki/Paul_Boghossian,Paul Boghossian
,Jack Silver,https://en.wikipedia.org/wiki/John_P._Burgess,John P. Burgess
,,https://en.wikipedia.org/wiki/Alfred_Tarski,Alfred Tarski
,,https://en.wikipedia.org/wiki/Haskell_Curry,Haskell Curry
"John Perry (philosopher),Susanna Siegel,Richard Moran (philosopher)",Norman Malcolm,https://en.wikipedia.org/wiki/Sydney_Shoemaker,Sydney Shoemaker
,,https://en.wikipedia.org/wiki/Oets_Kolk_Bouwsma,Oets Kolk Bouwsma
,,https://en.wikipedia.org/wiki/Alan_Turing,Alan Turing
,,https://en.wikipedia.org/wiki/Robert_Cummings_Neville,Robert Cummings Neville
,,https://en.wikipedia.org/wiki/Neoconfucianism,Neo-Confucianism
Stephen Neale,"Sydney Shoemaker,Jon Barwise,David Kaplan (philosopher)",https://en.wikipedia.org/wiki/John_Perry_(philosopher),John Perry (philosopher)
"Arthur Schopenhauer,Joseph Needham,Wang Yangming,Toegye,Wang Fuzhi,Qian Mu,Tu Wei-ming","Confucius,Mencius,Cheng Hao,Zhou Dunyi,Cheng Yi (philosopher),Zhang Zai",https://en.wikipedia.org/wiki/Zhu_Xi,Zhu Xi
,"Richard Brandt,Charles L. Stevenson,R.M. Hare",https://en.wikipedia.org/wiki/Allan_Gibbard,Allan Gibbard
,,https://en.wikipedia.org/wiki/C._Anthony_Anderson,C. Anthony Anderson
"Anne Robert Jacques Turgot, Baron de Laune,Manuel Belgrano,Henry George,Benjamin Franklin,Pierre Samuel du Pont de Nemours,Adam Smith","Buddha,Confucius,Lao Tzu,Sun Tzu,Jean-Baptiste Colbert,Richard Cantillon",https://en.wikipedia.org/wiki/Fran%C3%A7ois_Quesnay,François Quesnay
,"Sydney Shoemaker,Iris Murdoch,Stanley Cavell",https://en.wikipedia.org/wiki/Richard_Moran_(philosopher),Richard Moran (philosopher)
,,https://en.wikipedia.org/wiki/John_Earman,John Earman
,"Carl Hempel,Rudolf Carnap,Thomas Bayes",https://en.wikipedia.org/wiki/Richard_Jeffrey,Richard Jeffrey
,Sydney Shoemaker,https://en.wikipedia.org/wiki/Susanna_Siegel,Susanna Siegel
,"Carl Hempel,Hilary Putnam",https://en.wikipedia.org/wiki/Lawrence_Sklar,Lawrence Sklar
Helen Longino,Carl G. Hempel,https://en.wikipedia.org/wiki/Peter_Achinstein,Peter Achinstein
"Peter Godfrey-Smith,C. Kenneth Waters,Kyle Stanford,Patricia Kitcher,Michael Weisberg","Paul Benacerraf,Thomas Kuhn,Carl Gustav Hempel,John Dewey,Willard Van Orman Quine,Patricia Kitcher",https://en.wikipedia.org/wiki/Philip_Kitcher,Philip Kitcher
,,https://en.wikipedia.org/wiki/Jack_Silver,Jack Silver
,,https://en.wikipedia.org/wiki/Gualtiero_Piccinini,Gualtiero Piccinini
,,https://en.wikipedia.org/wiki/Douglas_Hofstadter,Douglas Hofstadter
"Paul Boghossian,Carrie Ichikawa Jenkins,Michael Lynch (philosopher),Duncan Pritchard,Annalisa Coliva (page does not exist),Luca Moretti (page does not exist),Jose Zalabardo","Ludwig Wittgenstein,Gottlob Frege,Michael Dummett,Noam Chomsky,George Boolos",https://en.wikipedia.org/wiki/Crispin_Wright,Crispin Wright
Dean Zimmerman,"Carl Hempel,Roderick Chisholm",https://en.wikipedia.org/wiki/Jaegwon_Kim,Jaegwon Kim
,,https://en.wikipedia.org/wiki/Alonzo_Church,Alonzo Church
,,https://en.wikipedia.org/wiki/Richard_Montague,Richard Montague
,"Harry Frankfurt,John Ralls,Carl Ginet",https://en.wikipedia.org/wiki/John_Martin_Fischer,John Martin Fischer
,"David K. Lewis,Harry Frankfurt",https://en.wikipedia.org/wiki/J._David_Velleman,J. David Velleman
Julia Driver,"Thomas Nagel,Bernard Williams,Iris Murdoch",https://en.wikipedia.org/wiki/Susan_Wolf,Susan R. Wolf
,,https://en.wikipedia.org/wiki/Xun_Zi,Xun Kuang
Timeline of Eastern philosophers,"Confucius,Zisi",https://en.wikipedia.org/wiki/Mencius,Mencius
,,https://en.wikipedia.org/wiki/Chinese_philosophy,Chinese philosophy
,,https://en.wikipedia.org/wiki/Classic_of_Poetry,
"Peter Singer,Bernard Williams,Brian McGuinness,Gary Varner,John E. Hare","Immanuel Kant,A. J. Ayer,J. L. Austin,Ludwig Wittgenstein",https://en.wikipedia.org/wiki/R.M._Hare,R. M. Hare
,,https://en.wikipedia.org/wiki/Pierre_Samuel_du_Pont_de_Nemours,Pierre Samuel du Pont de Nemours
,,https://en.wikipedia.org/wiki/Manuel_Belgrano,Manuel Belgrano
,,"https://en.wikipedia.org/wiki/Anne_Robert_Jacques_Turgot,_Baron_de_Laune",Anne Robert Jacques Turgot
,,https://en.wikipedia.org/wiki/Jean-Baptiste_Colbert,Jean-Baptiste Colbert
,"Bertrand Russell,Daniel Dennett",https://en.wikipedia.org/wiki/Sam_Harris,Sam Harris
"Paul Boghossian,Ronald de Sousa,John Earman,Gideon Rosen,Lawrence Sklar",Hilary Putnam,https://en.wikipedia.org/wiki/Paul_Benacerraf,Paul Benacerraf
,,https://en.wikipedia.org/wiki/Michael_Weisberg,Michael Weisberg
,,https://en.wikipedia.org/wiki/Kyle_Stanford,Kyle Stanford
,,https://en.wikipedia.org/wiki/C._Kenneth_Waters,C. Kenneth Waters
,,https://en.wikipedia.org/wiki/Peter_Godfrey-Smith,Peter Godfrey-Smith
,,https://en.wikipedia.org/wiki/Patricia_Kitcher,Patricia Kitcher
,,https://en.wikipedia.org/wiki/Sun_Tzu,Sun Tzu
"Jaegwon Kim,Robert Nozick,Richard Jeffrey,John Earman,Philip Kitcher,Peter Achinstein,Lawrence Sklar",Hans Reichenbach,https://en.wikipedia.org/wiki/Carl_Gustav_Hempel,Carl Gustav Hempel
,"René Descartes,Richard Swinburne,David Lewis (philosopher),Roderick Chisholm,Peter van Inwagen",https://en.wikipedia.org/wiki/Dean_Zimmerman,Dean Zimmerman
,,https://en.wikipedia.org/wiki/Jose_Zalabardo,José Zalabardo
,,https://en.wikipedia.org/wiki/Duncan_Pritchard,Duncan Pritchard
,"William Alston,Crispin Wright",https://en.wikipedia.org/wiki/Michael_Lynch_(philosopher),Michael P. Lynch
,,https://en.wikipedia.org/wiki/Carrie_Ichikawa_Jenkins,Carrie Ichikawa Jenkins
Crispin Wright,"Gottlob Frege,Hilary Putnam",https://en.wikipedia.org/wiki/George_Boolos,George Boolos
,Peter Achinstein,https://en.wikipedia.org/wiki/Helen_Longino,Helen Longino
,,https://en.wikipedia.org/wiki/Carl_Ginet,Carl Ginet
,,https://en.wikipedia.org/wiki/Timeline_of_Eastern_philosophers,Timeline of Eastern philosophers
,,https://en.wikipedia.org/wiki/Zisi,Zisi
,,https://en.wikipedia.org/wiki/Julia_Driver,Julia Driver
,,https://en.wikipedia.org/wiki/John_Ralls,John Perkins Ralls
"Jaegwon Kim,Robert Nozick,Richard Jeffrey,John Earman,Philip Kitcher,Peter Achinstein,Lawrence Sklar",Hans Reichenbach,https://en.wikipedia.org/wiki/Carl_G._Hempel,Carl Gustav Hempel
,,https://en.wikipedia.org/wiki/Thomas_Bayes,Thomas Bayes
,,https://en.wikipedia.org/wiki/Tu_Wei-ming,Tu Weiming
"Daoism,Zhuang Zhou,Lie Yukou,Chinese Buddhism,Zen,Eastern philosophy,Carl Jung,Alan Watts,Martin Heidegger,Neotaoism",,https://en.wikipedia.org/wiki/Lao_Tzu,Laozi
,,https://en.wikipedia.org/wiki/Qian_Mu,Ch'ien Mu
,,https://en.wikipedia.org/wiki/Wang_Fuzhi,Wang Fuzhi
,,https://en.wikipedia.org/wiki/Toegye,Yi Hwang
,,https://en.wikipedia.org/wiki/Wang_Yangming,Wang Yangming
,,https://en.wikipedia.org/wiki/Joseph_Needham,Joseph Needham
,,https://en.wikipedia.org/wiki/Zhang_Zai,Zhang Zai
,"Paul Benacerraf,David K. Lewis",https://en.wikipedia.org/wiki/Gideon_Rosen,Gideon Rosen
,,https://en.wikipedia.org/wiki/Buddha,Gautama Buddha
,Alvin Plantinga,https://en.wikipedia.org/wiki/Peter_van_Inwagen,Peter van Inwagen
"Antony Flew,Keith Ward,William Lane Craig,Brian Davies (Philosopher)","Plato,Aristotle,René Descartes,St Thomas Aquinas,Rudolf Carnap,Carl Hempel",https://en.wikipedia.org/wiki/Richard_Swinburne,Richard Swinburne
,,https://en.wikipedia.org/wiki/Ronald_de_Sousa,Ronald de Sousa
Zhu Xi,"Zhou Dunyi,Confucius,Mencius",https://en.wikipedia.org/wiki/Cheng_Yi_(philosopher),Cheng Yi (philosopher)
"Cheng Hao,Cheng Yi (philosopher),Zhu Xi","Confucius,Mencius",https://en.wikipedia.org/wiki/Zhou_Dunyi,Zhou Dunyi
,,https://en.wikipedia.org/wiki/Cheng_Hao,Cheng Hao
,"I. A. Richards,G. E. Moore,Ludwig Wittgenstein,David Hume",https://en.wikipedia.org/wiki/Charles_L._Stevenson,Charles Stevenson
"Allan Gibbard,Peter Railton",,https://en.wikipedia.org/wiki/Richard_Brandt,Richard Brandt
,,https://en.wikipedia.org/wiki/Jon_Barwise,Jon Barwise
,,https://en.wikipedia.org/wiki/Book_of_Rites,
,,https://en.wikipedia.org/wiki/Saint_Seraphim_of_Sarov,Seraphim of Sarov
"Nikolai Berdyaev,Georg Wilhelm Friedrich Hegel,John Pordage,Friedrich Wilhelm Joseph Schelling,Arthur Schopenhauer,Paul Tillich","Paracelsus,Kaspar von Schwenkfeld,Valentine Weigel",https://en.wikipedia.org/wiki/Jacob_B%C3%B6hme,Jakob Böhme
,,https://en.wikipedia.org/wiki/Karl_Barth,Karl Barth
"Richard Dawkins,Sam Harris,Douglas Hofstadter,Geoffrey Miller (psychologist),Peter Carruthers (philosopher),Keith Frankish","Charles Darwin,Richard Dawkins,David Hume,W. V. O. Quine,Gilbert Ryle,Wilfrid Sellars,Ludwig Wittgenstein",https://en.wikipedia.org/wiki/Daniel_Dennett,Daniel Dennett
,,https://en.wikipedia.org/wiki/Milesian_school,Milesian school
,,https://en.wikipedia.org/wiki/Deirdre_Wilson,Deirdre Wilson
,,https://en.wikipedia.org/wiki/Dan_Sperber,Dan Sperber
"Zeno of Elea,Melissus of Samos,Plato,Baruch Spinoza,G. W. Leibniz,Friedrich Nietzsche,Martin Heidegger,Emanuele Severino,Alexius Meinong","Pythagoras,Xenophanes,Heraclitus",https://en.wikipedia.org/wiki/Parmenides,Parmenides
,"H. Paul Grice,John Searle",https://en.wikipedia.org/wiki/Stephen_Schiffer,Stephen Schiffer
,,https://en.wikipedia.org/wiki/Maurizio_Ferraris,Maurizio Ferraris
,,https://en.wikipedia.org/wiki/Karl_L%C3%B6with,Karl Löwith
,,https://en.wikipedia.org/wiki/Stefan_Lorenz_Sorgner,Stefan Lorenz Sorgner
,,https://en.wikipedia.org/wiki/Lorenzo_Ferrero,Lorenzo Ferrero
,"Friedrich Nietzsche,Martin Heidegger,Hannah Arendt,Jacques Derrida,Gianni Vattimo,Reiner Schürmann",https://en.wikipedia.org/wiki/Mario_Kopi%C4%87,Mario Kopić
"Richard Kearney,Peter Rollins,James K. A. Smith,Gianni Vattimo,Merold Westphal (page does not exist)","Jacques Derrida,Martin Heidegger,Edmund Husserl,Søren Kierkegaard,Emmanuel Levinas,Friedrich Nietzsche",https://en.wikipedia.org/wiki/John_Caputo,John D. Caputo
,,https://en.wikipedia.org/wiki/Luigi_Pareyson,Luigi Pareyson
,,https://en.wikipedia.org/wiki/I._A._Richards,I. A. Richards
,"Thomas Aquinas,Herbert McCabe,Richard Swinburne,Alvin Plantinga,G. E. M. Anscombe,Peter Geach",https://en.wikipedia.org/wiki/Brian_Davies_(Philosopher),Brian Davies (philosopher)
,,https://en.wikipedia.org/wiki/Robert_E._Park,Robert E. Park
,,https://en.wikipedia.org/wiki/Keith_Ward,Keith Ward
,,https://en.wikipedia.org/wiki/%C3%89mile_Durkheim,Émile Durkheim
,"Daniel Dennett,Peter Carruthers (philosopher),Andy Clark",https://en.wikipedia.org/wiki/Keith_Frankish,Keith Frankish
Keith Frankish,"Daniel Dennett,Jerry Fodor,Stephen Stich",https://en.wikipedia.org/wiki/Peter_Carruthers_(philosopher),Peter Carruthers (philosopher)
,,https://en.wikipedia.org/wiki/Geoffrey_Miller_(psychologist),Geoffrey Miller (psychologist)
,"David Hume,Richard Swinburne",https://en.wikipedia.org/wiki/Antony_Flew,Antony Flew
,,https://en.wikipedia.org/wiki/Paul_Tillich,Paul Tillich
,,https://en.wikipedia.org/wiki/John_Pordage,John Pordage
,,https://en.wikipedia.org/wiki/Richard_Dawkins,Richard Dawkins
,,https://en.wikipedia.org/wiki/Emanuele_Severino,Emanuele Severino
"P. F. Strawson,John Searle,Stephen Schiffer,Dan Sperber,Deirdre Wilson,Stephen Neale,Jonathan Bennett (philosopher),Kent Bach,Ernest Lepore,Stephen C. Levinson","Aristotle,P. F. Strawson",https://en.wikipedia.org/wiki/H._Paul_Grice,Paul Grice
,,https://en.wikipedia.org/wiki/Valentine_Weigel,Valentin Weigel
"Jay Bakker,Rob Bell,Brian McLaren,Phyllis Tickle,Emerging Church Movement","Dietrich Bonhoeffer,John Caputo,Jacques Derrida,Meister Eckhart,Sigmund Freud,Georg Wilhelm Friedrich Hegel,Martin Heidegger,Mother Teresa,Søren Kierkegaard,Jacques Lacan,Emmanuel Lévinas,Gabriel Marcel,Karl Marx,Jean-Luc Marion,Friedrich Nietzsche,Saint Paul,Paul Tillich,Slavoj Žižek",https://en.wikipedia.org/wiki/Peter_Rollins,Peter Rollins
,,https://en.wikipedia.org/wiki/Kaspar_von_Schwenkfeld,Caspar Schwenckfeld
,"John D. Caputo,Jacques Derrida,Emmanuel Levinas,Paul Ricoeur,Friedrich Schleiermacher",https://en.wikipedia.org/wiki/Richard_Kearney,Richard Kearney
,,https://en.wikipedia.org/wiki/Reiner_Sch%C3%BCrmann,Reiner Schürmann
,,https://en.wikipedia.org/wiki/Cornel_West,Cornel West
"Brian Davies (philosopher),Terry Eagleton","St Thomas Aquinas,Ludwig Wittgenstein,Karl Marx",https://en.wikipedia.org/wiki/Herbert_McCabe,Herbert McCabe
,,https://en.wikipedia.org/wiki/Margaret_Naumburg,Margaret Naumburg
,,https://en.wikipedia.org/wiki/Maxine_Greene,Maxine Greene
Li Ao,,https://en.wikipedia.org/wiki/Hu_Shih,Hu Shih
,,https://en.wikipedia.org/wiki/Everett_Dean_Martin,Everett Dean Martin
,,https://en.wikipedia.org/wiki/Mordecai_Kaplan,Mordecai Kaplan
,"Daniel Dennett,Rodney Brooks,Maurice Merleau-Ponty",https://en.wikipedia.org/wiki/Andy_Clark,Andy Clark
,,https://en.wikipedia.org/wiki/Thorstein_Veblen,Thorstein Veblen
,,https://en.wikipedia.org/wiki/B._R._Ambedkar,B. R. Ambedkar
,,https://en.wikipedia.org/wiki/Francis_Wayland_Parker,Francis Wayland Parker
,,https://en.wikipedia.org/wiki/Lester_F._Ward,Lester Frank Ward
"Ron Mallon,Shaun Nichols","W. V. O. Quine,Gilbert Harman,Nelson Goodman",https://en.wikipedia.org/wiki/Stephen_Stich,Stephen Stich
,,https://en.wikipedia.org/wiki/Wilhelm_Wundt,Wilhelm Wundt
,,https://en.wikipedia.org/wiki/Dietrich_Bonhoeffer,Dietrich Bonhoeffer
,,https://en.wikipedia.org/wiki/Phyllis_Tickle,Phyllis Tickle
,,https://en.wikipedia.org/wiki/Brian_McLaren,Brian McLaren
,"Thomas Aquinas,Herbert McCabe,Richard Swinburne,Alvin Plantinga,G. E. M. Anscombe,Peter Geach",https://en.wikipedia.org/wiki/Brian_Davies_(philosopher),Brian Davies (philosopher)
"Richard Kearney,Peter Rollins,James K. A. Smith,Gianni Vattimo,Merold Westphal (page does not exist)","Jacques Derrida,Martin Heidegger,Edmund Husserl,Søren Kierkegaard,Emmanuel Levinas,Friedrich Nietzsche",https://en.wikipedia.org/wiki/John_D._Caputo,John D. Caputo
,,https://en.wikipedia.org/wiki/Emerging_Church_Movement,Emerging church
,,https://en.wikipedia.org/wiki/Jay_Bakker,Jay Bakker
,,https://en.wikipedia.org/wiki/Rob_Bell,Rob Bell
,,https://en.wikipedia.org/wiki/Li_Ao,Li Ao
fr:Emmanuel Falque,"Augustine,Louis Althusser,Hans Urs von Balthasar,Karl Barth,Bernard of Clairveaux,Henri Bergson,fr:Claude Bruaire,Jean Daniélou,Jacques Derrida,René Descartes,Martin Heidegger,Michel Henry,Edmund Husserl,Immanuel Kant,Emmanuel Lévinas,Pseudo-Dionysus",https://en.wikipedia.org/wiki/Jean-Luc_Marion,Jean-Luc Marion
,,https://en.wikipedia.org/wiki/Rodney_Brooks,Rodney Brooks
,"Bernard Williams,Sabina Lovibond (page does not exist),John McDowell",https://en.wikipedia.org/wiki/Miranda_Fricker,Miranda Fricker
,,https://en.wikipedia.org/wiki/Mother_Teresa,Mother Teresa
"Martin Luther,Henry VIII,John Calvin,Huldrych Zwingli,John Tauler,Henry Suso,Nicholas of Cusa,Erasmus,Eckhart Tolle,Gustav Landauer,Heidegger,Matthew Fox (priest),Carl Gustav Jung,Julius Evola","Pseudo-Dionysius,Proclus,Thomas Aquinas,Johannes Scottus Eriugena,Augustine of Hippo",https://en.wikipedia.org/wiki/Meister_Eckhart,Meister Eckhart
"Robert Brandom,John McDowell,Terry Pinkard,Paul Redding,Axel Honneth","G. W. F. Hegel,Immanuel Kant,Stanley Rosen,Bernard Williams,Herbert Marcuse,Wilfrid Sellars,John McDowell",https://en.wikipedia.org/wiki/Robert_B._Pippin,Robert B. Pippin
,,https://en.wikipedia.org/wiki/Saint_Paul,Paul the Apostle
,"Michael Dummett,Saul Kripke,Peter Strawson",https://en.wikipedia.org/wiki/Gareth_Evans_(philosopher),Gareth Evans (philosopher)
,"Charles W. Mills,Ian Hacking,Jerry Fodor,Kwame Anthony Appiah,Naomi Zack,Paul E. Griffiths,Richard Boyd,Sally Haslanger,Stephen Stich",https://en.wikipedia.org/wiki/Ron_Mallon,Ron Mallon
"Stephen Stich,Joshua Knobe","Willard Van Orman Quine,Noam Chomsky",https://en.wikipedia.org/wiki/Gilbert_Harman,Gilbert Harman
Reception theory,"Karl Marx,Edmund Husserl,Martin Heidegger,Georg Lukács",https://en.wikipedia.org/wiki/Karel_Kos%C3%ADk,Karel Kosík
,Stephen Stich,https://en.wikipedia.org/wiki/Shaun_Nichols,Shaun Nichols
,,https://en.wikipedia.org/wiki/David_Wiggins,David Wiggins
Diego Fusaro (page does not exist),"Plato,Aristotle,Baruch Spinoza,Giambattista Vico,Johann Gottlieb Fichte,Friedrich Hegel,Karl Marx,Karel Kosík,György Lukács",https://en.wikipedia.org/wiki/Costanzo_Preve,Costanzo Preve
,,https://en.wikipedia.org/wiki/Richard_D._Wolff,Richard D. Wolff
,,https://en.wikipedia.org/wiki/Sandra_Harding,Sandra Harding
,,https://en.wikipedia.org/wiki/Moishe_Postone,Moishe Postone
,"Immanuel Kant,Johann Gottlieb Fichte,Georg Wilhelm Friedrich Hegel,Karl Marx,Georg Lukács",https://en.wikipedia.org/wiki/Tom_Rockmore,Tom Rockmore
"Jean Baudrillard,John Zerzan,May 1968 in France,Paul Virilio,Post-left anarchy,Punk rock,Ken Knabb,Tiqqun,Giorgio Agamben","Karl Marx,Anton Pannekoek,Isidore Isou,Comte de Lautréamont,Georges Bataille,Friedrich Engels,György Lukács,Henri Lefebvre,Marquis de Sade,Cornelius Castoriadis,Georg Wilhelm Friedrich Hegel,Andre Breton,Dada",https://en.wikipedia.org/wiki/Guy_Debord,Guy Debord
,,https://en.wikipedia.org/wiki/Karl_Polanyi,Karl Polanyi
,"Karl Marx,György Lukács,Jean Piaget,Max Adler (Marxist)",https://en.wikipedia.org/wiki/Lucien_Goldmann,Lucien Goldmann
,,https://en.wikipedia.org/wiki/Andrew_Arato,Andrew Arato
,,https://en.wikipedia.org/wiki/Budapest_School_(Luk%C3%A1cs),Budapest School
,,https://en.wikipedia.org/wiki/The_Praxis_School,Praxis School
,,https://en.wikipedia.org/wiki/The_Frankfurt_School,Frankfurt School
,,https://en.wikipedia.org/wiki/Rosa_Luxemburg,Rosa Luxemburg
,,https://en.wikipedia.org/wiki/Matthew_Fox_(priest),Matthew Fox (priest)
,,https://en.wikipedia.org/wiki/Gustav_Landauer,Gustav Landauer
,,https://en.wikipedia.org/wiki/Eckhart_Tolle,Eckhart Tolle
,,https://en.wikipedia.org/wiki/Henry_Suso,Henry Suso
,,https://en.wikipedia.org/wiki/John_Tauler,Johannes Tauler
"Martin Heidegger,Georg Lukács,Eugen Herrigel,Lucien Goldmann","Immanuel Kant,Heinrich Rickert,Wilhelm Windelband",https://en.wikipedia.org/wiki/Emil_Lask,Emil Lask
,,https://en.wikipedia.org/wiki/Huldrych_Zwingli,Huldrych Zwingli
David Papineau,"Michel Foucault,Paul Feyerabend,Nelson Goodman,Thomas Kuhn,Charles Sanders Peirce,Ludwig Wittgenstein,J. L. Austin,Casimir Lewy",https://en.wikipedia.org/wiki/Ian_Hacking,Ian Hacking
,,https://en.wikipedia.org/wiki/Reception_theory,Reception theory
,,https://en.wikipedia.org/wiki/Sally_Haslanger,Sally Haslanger
"Stathis Psillos,Hilary Putnam,David O. Brink",Hilary Putnam,https://en.wikipedia.org/wiki/Richard_Boyd,Richard Boyd
,,https://en.wikipedia.org/wiki/Paul_E._Griffiths,Paul E. Griffiths
,,https://en.wikipedia.org/wiki/Naomi_Zack,Naomi Zack
